,review_body,review_date,hotelName,hotelUrl
619,"We really enjoyed our stay. Very nice ambience. Calm and peaceful for our honeymoon. We enjoyed the pool, food and great service. The honeymoon suite was really great and they decorated it really special for us. ","March 8, 2019","10    Sankara Resort Ubud
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297701-d5279694-Reviews-Sankara_Resort_Ubud-Ubud_Gianyar_Regency_Bali.html
620,"Every hotel in Ubud has the luxury of a gorgeous landscape and beautiful views, so it is not the beauty of Sankara Ubud that sets this resort apart. Rather, it is how detail-oriented, authentically caring, and devoted every member of the staff is. From the moment my grandfather and I stepped onto the property, we were well and truly taken care of. Every single request we had was answered and the staff, especially Suartama, Merry, and Ngurah, greeted us continuously with an authentic smile, a desire to help, and always the question, “Is there anything else I can do to make you more comfortable?” This resort deserves a 5-star rating and all the praise in the world.","February 23, 2019","10    Sankara Resort Ubud
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297701-d5279694-Reviews-Sankara_Resort_Ubud-Ubud_Gianyar_Regency_Bali.html
621,"You know how it is - you search for a hotel and read all the positive reviews on TripAdvisor and sometimes doubt if the hotel really is THAT great. Well, Sankara Ubud, certainly deserves its great reviews. Our family stayed for 4 nights and in hindsight we wish we would have booked a longer stay. The hotel is great, very relaxing atmosphere, super nice rooms/villas and so on. We enjoyed the beautiful infinity pool every day at different times and almost always had it for ourselves. Also got a very relaxing massage in the spa. But the best thing about Sankara is the amazing and genuinely friendly staff that goes out of their way to make you feel comfortable. We stayed in several hotels in Bali and staff is usually nice, but Sankara was a totally different experience. Among other things we really appreciated that they took care of our little toddler at breakfast and when we had lunch at the hotel so we could eat in peace. And our son sure loved the extra attention he got :)Just as it says in many reviews the location is a bit outside central Ubud. Which in my opinion is to prefer because it’s located in a more peaceful environment. Very easy to use the free shuttle to go to and from town. There are places to eat close to the hotel too and one of the best restaurants in Ubud, Sacred Rice, is just around the corner. Make sure to make a reservation because they only seat 28 guests for dinner.The complimentary morning walk was definitely worth getting up a bit earlier for. Interesting to see the surroundings and to do coffee tasting at Ubud Sari. There’s also a sports club next door with gym, playgrounds for children and a lot of other activities. Another tip is to use the laundry service on the opposite side of the hotel entrance. Only 10 k idr for 1 kg. Really loved our stay. Hope to be back one day! ","February 19, 2019","10    Sankara Resort Ubud
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297701-d5279694-Reviews-Sankara_Resort_Ubud-Ubud_Gianyar_Regency_Bali.html
622,"A wonderful place for a relaxing holiday. Luxurious rooms, super friendly and helpful staff, fabulous restaurants, beautiful pool and beach areas and the most amazing day spa! Have fun with the water aerobics and don't miss the Teppanyaki. A touch of Balinese paradise ","July 13, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
623,"Thank you to your wonderful staff for making our family vacation so wonderful. We loved the kids club staff, the pool was stunning, and the location was perfect to visit the market, it's just across the street! Also a quick taxi ride into the city to visit malls, water park etc.","July 12, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
624,Hotel grounds and pool were absolutely fantastic. The quality of the food offered at the Garden Cafe was well below our expectations for a Hyatt Hotel. We will certainly be going back. Loved the 8 days we stayed there!!,"July 11, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
625,"We stayed three nights in the South Village which is great as it's nearer to the beach. We were initially given a room in the West Village but asked to change and the hotel kindly obliged. The stay was great. The hotel has a beautiful and clean private beach. It is a short walk to Bali Collection - a ""village"" of restaurants, shops and even a supermarket - so it's convenient for when you don't want to dine in-house. Otherwise, there's a few shops and quite a number of restaurants within the hotel too. We were at the first floor and loved it. Our terrace overlooks a pond with ducks every morning. We can see the sea too. While the room is not spanking new, it's comfortable. Room service is a bit of a hit-and-miss depending on the food you order. Love dishes tend to be bland (perhaps catering to Caucasian taste buds) but dishes like fish and chips are okay. Overall, we enjoyed our stay. Thanks, Frnd Hyatt! ","July 8, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
626,"We had an amazing experience staying at Grand Hyatt! The ambience, staff, views, all make up for a memorable and satisfying experiences. We were 2 families and had the best time enjoying its facilities. in addition, we are vegetarians with further dietary restrictions. Luckily, every day, Chef Ashish, Lia and her team made it exceptionally easy for us to have food. If you are a vegetarian and have Jain food dietary restrictions, this is the hotel to stay, where i highly recommend Chef Ashish's culinary skills. The room we had was nicely positioned between the lobby and various pools, and nusa dua beach. Overall, we had a great time at Grand Hyatt! I would absolutely go again and would recommend it to everyone! Many thanks to entire team at Grand Hyatt!","July 8, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
627,"The first room we were taken to was old and smelled very musty .I think the culprit was the bamboo blinds and the fabric on the old daybed. It was also a long walk to the lobby and other facilities. The next morning we asked to change to another room, this was not much better so we declined and asked for another. They took us to the North wing and the room had been renovated. This room was much better. It was also very close to the Lobby, the Garden Cafe for breakfast and the balinese pool. The resort itself has over 600 rooms and four wings North, South East and West. Not good for people with disabilities as can involve a lot of walking, easy to get lost and hard to navigate your way around. We couldn't find our first room very easily. The grounds are beautifully landscaped with flowers, frangipani trees, water lily ponds. Staff always sweeping and cleaning. Great choices of restaurants. Food is good at Salsa Verde and the Garden cafe but reasonably expensive. We didnt try the other restaurants.We used the lovely balinese pool near our room which was great as not many people were using it. The pools at the front looked great for kids and adults and close to the Salsa Verde Restaurant and beach. There are also some sun loungers on the beach and this area is great! Bali Collection is just across the road and the Water blow hole quite close. Also have a few shops in the resort. We missed out on the cultural evening with dancing as it was at another of the resorts restaurants. We asked if we could sit down for 5 mins to watch as there were plenty of chairs outside. They asked us to pay - Ive forgotten how much. We declined as we didn't think we should pay since we had only just eaten at one of the resorts other restaurants. Management should address this! Good location in Nusa Dua. Overall it is a lovely resort it was a great experience.","July 7, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
628,"Just like coming home. The staff at he Grand Hyatt Bali are just fantastic. The children love the hotel as it offers so much for them to do. The beach is great, the pool is amazing. The perfect place to spend your last couple of days before heading home. The access to the hotel make it ideal for late checkout and easy late night trip home.","July 7, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
629,The Grand Hyatt is in a great location right across the road from Bali Collection. The room and bathroom was spacious and the Grand Club facilities were nice. Check in was smooth - many thanks to Dhany.,"July 4, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
630,"Had an amazing holiday with family travelling from UK and Australia. Hotel was beautiful. Pool bar staff were amazing, nothing was ever too much trouble. Breakfast was gorgeous, rooms were huge, shower & bath great. No complaints, would definitely love to return.","July 4, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
631,"This was our first trip to bali and we did it in style. This vast and beautiful resort was great for our family of four. We had a suite which was big, beautiful and had amazing ocean views. The grounds are impeccably kept and every where you look there is something interesting to look at. The staff at all the restaurants were friendly and accommodating.The waterslide entertained our two active sons for hours which was a good thing as there is an additional and expensive charge for the Kids' Club at the Hyatt that I didn't appreciate so we didn't use it. This is generally my only criticism. The cultural shows each night were just wonderful. The direct beach access and beautiful breezes make the resort such a pleasure. There are other reviews that make a great deal about renos being required but that was not our impression at all. My only suggestion to the management would be that at the time of checking in it would be nice if a staff member spent a bit of time taking you through how things work eg. where are kids allowed and not allowed, what are the hours and rates for kids club, what time does the slide and pools close each evening what time does breakfast start and which restaurants serve it -that sort of thing just to give you more orientation. We worked these things out anyway but some info would've helped and perhaps in their defence I guess we could've asked. Food at the various restaurants were similar prices to Sydney but that is to be expected at a resort of this standing. I would certainly return to the Hyatt and have no problem recommending it to others.","July 4, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
632,"We stayed here for 5 nights and on the whole the place was brilliant, but, one big problem let it down.... I kept waking in the night hearing strange noises. One night I got up and spotted a mouse in the room which then quickly ran away and into a void the ceiling. I had a look and spotted that the mice hand made holes behind the spotlights to get in the room. This was quite concerning due to hygiene concerns with food being out etc. I'd also had lots of disturbed nights sleep. The management at the hotel said they would get pest control out to have a look while we were out, but it turns out all they did was spra something - they did not attempt to block to the holes where the mice were getting in. We were offered a free meal, which was not satisfactory in my opinion. This a top class hotel and for this sort of thing to happen and then be treated with such disregard is really disappointing.","July 3, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
633,"We stayed in this resort on June 2019 for 3 nights in connecting rooms 1436 and 1437. We bought the voucher by travel agent, got cheaper price even when compared with World of Hyatt member rate. Breakfast for 2 person is included. I usually book the hotel stays by their own websites. Because sometimes I got free room upgrade or else. So I expect nothing here. Check in time was longer than usual. Maybe because of high season. We got our room at 3:00 PM just at the normal check in time. Waited for about 1 hour but we got Veranda beverage voucher so we can wait more comfortably. Rooms a bit old but comfortable and the air con works well. The amenities were missed here and there (no toothbrushes), but we can call the housekeeping and they will provide. Keep in mind that the resort is very huge. We got lost on the first day during our walk from the beach area. There are 2 restaurants used for breakfast. The one near the lobby and Salsa Verde near the pool and beach area. Breakfast was good. I love that they serve honey pork slices on breakfast stall. The best part of the resort is their beach. We stayed at Inaya Putri and Ayodya Resort just on the other side of Grand Hyatt area, but Grand Hyatt beach is the best by far (The beaches on these three resorts are the best to play with kids and dip around Nusa Dua). Hugh beach area, because the resort itself is huge. Good tides during our stays. At noon there were no tides really. You can just dip and sit in the shallow water. Heaven. My son and daughter, 8 and 5 years old loves the beach and pools so much. We love the lush garden with the shallow ‘umbrella’ trees too. Good job Grand Hyatt Bali. I hope to visit the resort again in the future with my family. Hope to get a better room next time. Oh and at night we can spend time chill at the Bali Collection. Just across the hotel, few minutes walk. ","July 2, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
634,"We recently spent a week in this beautiful resort, enjoying the delights of a club room. The complementary breakfast and evening canapes and cocktails made our holiday that much better. I certainly could not fault the staff in the club lounge or in the resort generally","July 2, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
635,"Bali is beautiful, but what we will remember most is how the staff helped me and my wife feel so valued and cared for. They went above and beyond at every juncture and made this stay amazing.Susanto the manager was so helpful for navigating tough issues. our AC stopped working and he helped us get in another room in the middle of the night. Even helped us with getting back to airport safely.I've always wondered what the concierge does, but Unita and Sukriani helped me see them in action. They called the airline on behalf of me and my wife when we got stuck on Gili Islands due to bad weather. Unita worked tirelessly to find a way to get my sick wife home even when my passport was locked away in our room safe many miles away. From start to finish she took care of all our appointments and arranged our transportation. They took care of all our contacts outside of the hotel.We will always remember the kind service of these people, but every Kriya Spa attendant, room service person, technician, and housekeeping member was professional and kept our needs first. We saw some foreign guests during our trip discontent with service they felt entitled to, inside the hotel and outside as well. Although people make mistakes and fail our expectations at times, Grand Hyatt staff and the Indonesian people really do give it their all to consider the guest more important than themselves. I think we need to honor the local people better!Fantastic stay and unforgettable honeymoon. Terima Kasih banyak! ","July 1, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
636,"This is one of the best hotels at Nusa Dua. A fantastic location and lots of activities.The hotel is so big that you always have the sense you are the only people living there.A large number of restaurants and each one is a Culinary delight.From Frangipani(Italian) on the beach to the Japanese there's a place for everyone there.A huge swimming pool with a slide for the children,biking and an excellent Spa.The bar has a limited selection of snacks but an excellent vibe.Staff are friendly and courteous and there are some good places to shop within the hotel.The balinese dance is a must watch.","June 30, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
637,"Excellent place with serene views of the sea from the room. Polite & courteous staff but the room service leaves a lot to be desired. Lot of red ants and mosquitoes in the room. We left a tea cup on the table next to my wife's purse. Next morning not only the tea cup, but even the purse had ants all over. Beds are comfortable. There are multiple interconnected pools and they have numerous activities throughout the day. The hotel’s beach is very neat and offers great views at sunrise.","June 29, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
638,"Excellent place, for family if you want to enjoy and dont have to worry about kids and want to think of activities for them. The place is excellent to offer them many activities and safe space with very kind staff","June 29, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
639,Quiet safe location near Bali collection. Staff so helpful. Fantastic warm pool with slide. Food was expensive in Nusa Dua so include meals if possible. Great for little kids not teenagers.Negative was - No kids meals at pool bar. ,"June 28, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
640,"We have been staying at the Grand Hyatt for over 15 years and have always loved the experience. The resort facilities, grounds, pool areas are simply stunning. We upgrade to the Club lounge that is absolutely stunning, the evening drinks and breakfast offering is the perfect way to start and end the day. As a family that travels extensively this resort is a family favourite. Well done to the entire team at Grand Hyatt, thanks for another perfect holiday. ","June 26, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
641,"Unless you have a huge family of bratty kids - go somewhere else. Nothing was impressive. The Hyatt Regency in Denpasar is FAR superior. I had a very unfortunate visit to the nail salon. Do not use!All food and drinks were very unimpressive.The bathroom should’ve been cleaner. The only saving grace was the gym and Jasmini. She was wonderful. However, being solo - I couldn’t take single class offered.","June 25, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
642,"This was our second stay at this resort. We requested the same room we had previously stayed in and were pleasantly surprised to be granted our wish. Our room overlooked the tranquil emerald pool which is a great spot sit or swim for a few hours as it is away from the other pools and noise. We stayed for 8 nights and intentionally chose to stay at the Grand Hyatt for the first part of our Bali holiday to unwind and relax. The resort is full of Balinese architecture and the gardens are beautifully maintained. We loved how expansive the grounds are. We visited the Kriya Spa a number of times and the surrounds and service there are outstanding (tranquil and professional). Staff were incredibly helpful and cheery at all times. The room we had is a little tired but everything was in working order, the bed was comfortable, the air con worked perfectly and everything was clean so we had no complaints at all. The resort is in a great location and the beach at the front is kept immaculately. We ate at the Salse Verde and Garden Cafe (buffet breakfast) and the food was great. The cultural night dinner is a must. The entertainment and food was fantastic. Breakfast got a little busy but that is no different to every other hotel we have stayed at that supplies a Buffet breakfast. It should not be a shock that you may have to wait a bit for an omelette to be made up or wait for the toaster. For me the stand out of this hotel are the beautiful grounds and the ever smiling and helpful staff. ","June 24, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
643,"Having stayed in several hotels around Bali, this is the pick so far. Amazing gardens and pools, great location, friendly and effective staff. Breakfast at the Grand Club was up there with the best hotel breakfast I've ever had. It is very nice to have the beach-side trail so handy and good quality gym - will definitely be back.","June 24, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
644,"Spent two nights in Bali at the Grand Hyatt..... and everything from the gorgeous hotel, the beautiful grounds, the fabulous room and - most importantly - the unbelievable service from all of the staff was completely over the top. Specifically, the Club staff - Suderti, Yani, Bagus and Sarly - provided the most personalized, professional, friendly, efficient service. And this was all under the direction of Wiji, who went out of her way to make certain every part of our experience was above and beyond. Bali is truly amazing - and staying at the Grand Hyatt makes it even more so. A big THANK YOU to all who made it so.......","June 23, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
645,Terrible Club Lounge food! One of the worst I’ve been amongst so many Hyatt hotels I’ve been to. Vastly needs improvement. Can you imagine even basic food like bacon and sausage was not available every day? I only had it twice after staying there for a week! ,"June 23, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
646,"Lovely hotel.The staff were very helpful and friendly. The property itself is huge and lots of places to explore. We found every convenience we wanted especially since we were travelling with kids - atm on the property itself, 5min walk to Bali Collection etc.","June 22, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
647,"Here for a second time in 6 months and cannot recommend highly enough, the most amazing staff to create a memorable holiday, Mr Amrit, Bagus and Urip in particular (not taking away from all the other staff) this is becoming a second home and somewhere we will visit many many times again in future.","June 21, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
648,From the moment we arrived we were more than happy with our decision to stay here. The rooms were fantastic and ideal for a family of 5. The pool and waterslide were a sure hit with the kids with the poolside cocktails a sure hit with us. The staff were outstanding. All restaurants were delicious and the luxurious spa on site was brilliant.,"June 20, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
649,What a fantastic hotel to stay at.. the hotel could not have been more accommodating for my family.. the food and drinks are great.. will stay here again.. thank you to all staff who made our holiday so much better..,"June 19, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
650,"Wow, we just had a great holiday through lux escapes staying for 10 nights with breakfast and dinners included. The hotel is everything you would hope for as far as a tropical holiday with fantastic service, rooms, food, pools and beach. Unfortunately though, despite the deal we purchased stating ""And don’t forget children aged 11 years and under stay free with breakfast - now that’s holidaying!”Kids under 3 aren’t allowed in the kids club. I don’t know about you but my definition of little one means kids including under 3 unless stated otherwise. Other places we have been to allow either a parent or guardian to accompany kids under 3 into the kids club but this place doesn’t allow that. As we have a 2 and 4 year old, the kids club was useless as our 2 year old would just lose it if we tried to put the 4 year old in without him. Even for kids over 3 you have to pay in 2 hour blocks or for half/full days. We wouldn’t have minded paying but this should also be advertised. From our observation alone it looks like a good kids club for those that are allowed to use it. Noting we purchased through lux escapes and it was their description that failed to mention this rule this is their fault (it is on the Hyatt’s direct website but we didn’t think to check that before staying there)I would happily recommend the resort to anyone who doesn’t want kids club for under 3s","June 17, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
651,"This is a very large resort that is directly on the beach so it's easy to find places to sit and many areas are shaded by trees. There are multiple pools with plenty of areas to sit. The resort's overall maintenance is good even though you can tell it's an older resort. The service levels are very good considering that this is a big resort with many rooms. Everyone we met was friendly and professional.We are big fans of Hyatt and so we have stayed in many Hyatt's across the globe and this Grand Hyatt matches up well with our expectations. The Grand Club lounge is beautiful and well worth the upgrade cost. We enjoyed the ambiance of the open air lounge as much as we did the food and service.The Italian restaurant on site was amazing. We normally try to only eat the local food on trips because we enjoy discovering new food we might like but when we did end up eating at this restaurant at the end of our stay, we wish we would have found it earlier in the week. We did leave an item behind in a public restroom on the day we were checking out. After we left, we contacted the hotel, they located the item, and have made arrangements to return the item. We have not received the item yet but the communication with the hotel staff has been great. Overall, the resort is pretty affordable for the quality of the resort. The reason for a 4 star instead of a 5 rating is that it's an older resort and the lack of personal service touches from most of the staff, even in the Grand Club.","June 17, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
652,"A 65th birthday treat! - the Grand Hyatt Bali was chosen because of its location and our previous experience of the Hyatt group of hotels. Our faith was justified and our expectations exceeded - a wonderful location and set amidst the best maintained gardens we have ever seen. Great food, great service - wonderful staff - thank you.","June 15, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
653,"Awesome resort, restaurants all really good, service wonderful, upgraded to garden room worth every dollar overlooked pond ,gorgeous, 4 pools &lots of sunbeds to choose from, private beach with beds under beautiful trees, we felt very comfortable walking up the esplanade, ","June 14, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
654,"We stayed for 8 nights on a luxury escape package and the value for 2 adults a 5yo and a 2yo was incredible. Most impressed with the size of the resort and the grounds/landscape is impeccable. Plenty to do within the resort for everyone. The service from everyone was amazing. Rooms were good, little dated but larger than most. We loved our time there and will definitely be back! ","June 14, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
655,We chose Grand Hyatt Bali for our family trip. It was a very fantastic and pleasant stay. All staffs are very kind and the hotel was very well landscaped. The view of the private beach in front of the hotel was very beautiful.,"June 14, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
656,We can not fault at all. This was our second stay there and we are now planning our next trip for next year for my 40th...absolutely the most perfect place to stay in Bali. Couldn’t ask for better service or accommodation ,"June 12, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
657,"The staff was so helpful, the check in experience also good, we wont wait for long to be assist.The pools are suitable for family and kids and enjoyable. The room spacious and good thing, the clean up the room 2 times in a day. I wish we can coming back again for Holiday.","June 11, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
658,"We have just returned home from an 9nights,stayed at Grand Hyatt,It was absolutely sensational from start to end of stay.All the restaurants are great,the staff amazing and the facilities superb.Out 2 kids loved the kids club which was also included in the price. They watched a movie at the outdoor cinema every night, giving us the opportunity to indulge in lovely dinners and surroundings.We would go back in a heartbeat","June 11, 2019","11    Grand Hyatt Bali
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html
